id;id_cliente;dt_compra;produto;qtde;delivery;pgto
10137;;03/07/2020;96;4;n;d
10138;2989;03/07/2020;23;1;s;cc
10139;2733;03/07/2020;22;5;n;d
10140;3219;03/07/2020;62;3;s;cc
10141;3807;03/07/2020;51;1;n;cd
10142;2451;03/07/2020;54;1;;cc
10143;2954;03/07/2020;30;4;n;cc
10144;1443;03/07/2020;48;1;n;cc
10145;1727;03/07/2020;73;1;n;cd
10146;679;03/07/2020;53;2;n;cc
10147;;03/07/2020;81;5;n;d
10148;;03/07/2020;81;2;n;cc
10149;3263;03/07/2020;56;4;;cc
10150;2568;04/07/2020;74;2;n;cc
10151;4587;04/07/2020;66;5;n;d
10152;2488;04/07/2020;36;3;n;cc
10153;1355;04/07/2020;35;5;n;cd
10154;1407;04/07/2020;53;1;n;cc
10155;1270;04/07/2020;11;2;n;d
10156;1870;04/07/2020;16;4;n;d
10157;;04/07/2020;82;6;n;cd
10158;371;04/07/2020;34;2;n;cc
10159;1639;04/07/2020;69;1;n;cc
10160;;04/07/2020;111;3;s;cd
10161;3388;04/07/2020;73;6;s;cd
10162;;04/07/2020;79;2;n;cd
10163;2490;04/07/2020;45;1;s;d
10164;542;04/07/2020;51;6;n;cc
10165;4272;04/07/2020;48;5;s;cc
10166;;04/07/2020;107;6;n;cc
10167;1672;04/07/2020;16;3;s;cc
10168;2633;04/07/2020;52;3;n;cc
10169;139;04/07/2020;4;4;s;cd
10170;;04/07/2020;86;6;n;d
10171;4413;05/07/2020;53;2;s;d
10172;;05/07/2020;104;6;n;cc
10173;4951;05/07/2020;63;1;s;d
10174;4845;05/07/2020;24;5;n;cd
10175;;05/07/2020;93;6;;cd
10176;;05/07/2020;113;6;s;cc
10177;2095;05/07/2020;14;4;s;cc
10178;;05/07/2020;75;6;s;d
10179;1829;05/07/2020;73;5;s;d
10180;85;05/07/2020;23;3;n;d
10181;;05/07/2020;111;2;n;cc
10182;4382;05/07/2020;70;2;n;cd
10183;908;05/07/2020;16;5;n;cc
10184;4413;05/07/2020;39;3;n;d
10185;;05/07/2020;87;1;n;d
10186;;05/07/2020;98;4;n;cc
10187;;06/07/2020;75;5;n;cc
10188;1842;06/07/2020;8;4;n;cc
10189;3309;06/07/2020;39;2;n;cc
10190;338;06/07/2020;2;3;n;cd
10191;3162;06/07/2020;34;5;n;cc
10192;1024;06/07/2020;50;2;s;cc
10193;1884;06/07/2020;74;4;n;cd
10194;;06/07/2020;114;5;s;cc
10195;;06/07/2020;100;2;n;d
10196;2875;06/07/2020;57;1;s;cd
10197;4272;06/07/2020;59;1;s;cc
10198;2757;06/07/2020;17;2;s;cc
10199;3048;06/07/2020;66;1;n;d
10200;116;06/07/2020;57;4;s;cd
10201;343;07/07/2020;61;5;s;d
10202;3346;07/07/2020;63;6;n;cd
10203;;07/07/2020;118;1;n;cd
10204;;07/07/2020;98;1;;d
10205;;07/07/2020;79;1;n;cc
10206;515;07/07/2020;12;1;n;cc
10207;;07/07/2020;97;5;n;cd
10208;3718;07/07/2020;22;6;n;cc
10209;3161;07/07/2020;38;1;n;cc
10210;678;07/07/2020;35;5;n;cc
10211;3000;07/07/2020;52;3;n;cd
10212;4975;07/07/2020;69;2;s;d
10213;1229;07/07/2020;42;1;n;d
10214;1024;07/07/2020;57;1;s;d
10215;266;07/07/2020;65;1;n;cc
10216;4268;07/07/2020;35;1;s;cd
10217;3366;07/07/2020;45;6;n;cd
10218;3234;07/07/2020;26;6;s;cd
10219;4538;08/07/2020;11;4;n;cd
10220;1293;08/07/2020;55;4;n;cd
10221;2715;08/07/2020;31;5;n;d
10222;3909;08/07/2020;49;3;n;cd
10223;;08/07/2020;105;3;n;cc
10224;4744;08/07/2020;12;1;s;cd
10225;;08/07/2020;119;3;;cd
10226;3622;08/07/2020;67;1;s;cc
10227;1331;08/07/2020;25;2;s;cc
10228;4302;08/07/2020;1;5;s;cd
10229;1782;08/07/2020;8;3;s;d
10230;859;08/07/2020;66;3;n;d
10231;;08/07/2020;112;4;s;cd
10232;36;08/07/2020;33;6;n;cc
10233;893;09/07/2020;1;2;s;cd
10234;;09/07/2020;119;6;n;cc
10235;2759;09/07/2020;40;1;s;d
10236;2912;09/07/2020;43;6;n;d
10237;4461;09/07/2020;4;3;;d
10238;4765;09/07/2020;27;5;s;cc
10239;;09/07/2020;86;5;n;cd
10240;4015;09/07/2020;59;2;s;cd
10241;;09/07/2020;87;1;n;cc
10242;1566;09/07/2020;74;5;s;cd
10243;902;09/07/2020;57;6;n;cc
10244;3377;09/07/2020;32;2;;cd
10245;3767;09/07/2020;71;2;n;cd
10246;3546;09/07/2020;32;5;n;d
10247;;09/07/2020;102;6;n;cc
10248;;09/07/2020;109;2;n;cc
10249;;09/07/2020;116;3;n;d
10250;2699;09/07/2020;68;3;n;cd
10251;;09/07/2020;114;4;;cc
10252;2577;09/07/2020;38;2;n;cd
10253;3527;09/07/2020;69;2;n;cd
10254;431;10/07/2020;13;4;n;cc
10255;4070;10/07/2020;36;3;n;cc
10256;;10/07/2020;107;6;n;cd
10257;1510;10/07/2020;50;5;n;cc
10258;545;10/07/2020;72;3;n;d
10259;;10/07/2020;84;2;n;cc
10260;;10/07/2020;109;1;n;d
10261;2512;10/07/2020;17;2;n;cd
10262;4670;10/07/2020;15;5;s;cc
10263;2836;10/07/2020;30;2;s;cc
10264;1496;10/07/2020;41;4;n;d
10265;408;10/07/2020;70;2;s;d
10266;40;10/07/2020;6;5;n;cc
10267;3153;10/07/2020;9;3;s;cc
10268;4596;10/07/2020;44;4;n;cd
10269;1233;10/07/2020;64;1;s;d
10270;2331;10/07/2020;3;6;n;cd
10271;;10/07/2020;93;5;s;d
10272;784;10/07/2020;2;2;n;cc
10273;2271;10/07/2020;66;2;s;cc
10274;2706;11/07/2020;49;4;n;d
10275;;11/07/2020;95;4;s;cd
10276;3893;11/07/2020;61;3;n;cc
10277;3869;11/07/2020;72;1;;d
10278;;11/07/2020;114;4;s;d
10279;2723;11/07/2020;26;3;s;cc
10280;;11/07/2020;119;3;s;d
10281;;11/07/2020;94;3;s;d
10282;;11/07/2020;110;1;n;cc
10283;4735;11/07/2020;52;2;n;cc
10284;;11/07/2020;99;5;n;d
10285;;11/07/2020;84;4;n;d
10286;;11/07/2020;98;1;n;d
10287;852;11/07/2020;1;2;n;cc
10288;2696;11/07/2020;56;3;n;cc
10289;926;11/07/2020;68;3;n;cc
10290;;11/07/2020;82;6;n;cd
10291;3635;11/07/2020;66;3;n;cc
10292;2228;11/07/2020;17;1;n;cc
10293;;11/07/2020;118;2;n;cc
10294;;12/07/2020;102;5;s;cc
10295;2127;12/07/2020;70;1;n;cc
10296;1169;12/07/2020;71;2;s;cd
10297;2380;12/07/2020;66;1;n;cd
10298;4063;12/07/2020;2;3;s;cd
10299;1499;12/07/2020;43;2;s;d
10300;3819;12/07/2020;61;4;s;cd
10301;1134;12/07/2020;9;6;n;cc
10302;;12/07/2020;101;6;s;cd
10303;;12/07/2020;113;2;s;d
10304;;12/07/2020;93;3;n;d
10305;4441;12/07/2020;39;1;n;d
10306;123;12/07/2020;61;6;;cd
10307;4676;12/07/2020;7;4;n;cd
10308;;12/07/2020;119;1;n;cc
10309;;12/07/2020;100;1;n;cd
10310;2695;12/07/2020;18;4;n;d
10311;268;12/07/2020;46;5;n;cd
10312;;12/07/2020;86;6;n;d
10313;;12/07/2020;77;5;n;cc
10314;2924;12/07/2020;38;3;s;cc
10315;1650;12/07/2020;6;1;n;cd
10316;4971;12/07/2020;10;2;s;cc
10317;2543;12/07/2020;13;1;n;cd
10318;4419;12/07/2020;5;4;s;cd
10319;3674;12/07/2020;41;1;n;cc
10320;;12/07/2020;82;5;s;cc
10321;2961;12/07/2020;39;6;n;cc
10322;736;12/07/2020;39;2;n;d
10323;1957;12/07/2020;16;3;n;d
10324;4948;12/07/2020;9;2;n;cc
10325;2040;12/07/2020;33;1;n;d
10326;1488;13/07/2020;44;6;s;cd
10327;2291;13/07/2020;66;4;;cc
10328;349;13/07/2020;22;2;s;cc
10329;877;13/07/2020;45;6;s;d
10330;3444;13/07/2020;48;5;n;cd
10331;2579;13/07/2020;58;6;s;cd
10332;3837;13/07/2020;43;3;n;cd
10333;3201;13/07/2020;9;2;s;cc
10334;683;13/07/2020;2;6;n;cc
10335;;13/07/2020;106;5;;d
10336;670;14/07/2020;24;1;n;d
10337;4758;14/07/2020;33;6;n;cc
10338;4927;14/07/2020;27;4;n;cc
10339;;14/07/2020;82;4;n;cd
10340;;14/07/2020;87;5;n;cc
10341;4618;14/07/2020;23;3;n;d
10342;1236;14/07/2020;9;6;;cd
10343;;14/07/2020;92;5;n;cc
10344;;14/07/2020;86;2;n;cd
10345;;14/07/2020;75;6;n;d
10346;2342;14/07/2020;12;5;n;cd
10347;;14/07/2020;87;4;n;d
10348;;14/07/2020;109;1;n;cc
10349;1034;14/07/2020;34;4;n;cd
10350;;14/07/2020;88;3;n;cc
10351;4132;14/07/2020;14;1;n;cd
10352;3530;15/07/2020;55;2;n;cd
10353;2300;15/07/2020;30;3;s;cc
10354;3092;15/07/2020;58;4;s;cd
10355;1510;15/07/2020;48;6;n;d
10356;1320;15/07/2020;67;3;s;d
10357;;15/07/2020;89;4;n;cd
10358;451;15/07/2020;19;2;s;cc
10359;4017;15/07/2020;40;2;n;cd
10360;3419;15/07/2020;11;5;s;cc
10361;1534;15/07/2020;71;4;n;cd
10362;344;15/07/2020;68;4;s;cc
10363;;15/07/2020;118;4;n;cc
10364;;15/07/2020;104;3;s;d
10365;3937;15/07/2020;4;1;n;cc
10366;;15/07/2020;75;6;s;d
10367;537;15/07/2020;33;3;n;cd
10368;;15/07/2020;77;1;;d
10369;188;15/07/2020;13;4;s;cc
10370;214;16/07/2020;61;3;s;cc
10371;1131;16/07/2020;48;3;s;cd
10372;;16/07/2020;113;1;s;d
10373;3023;16/07/2020;55;6;n;cc
10374;;16/07/2020;104;4;n;cc
10375;2268;16/07/2020;74;4;n;cc
10376;;16/07/2020;83;5;n;cc
10377;;16/07/2020;117;2;n;cd
10378;4759;16/07/2020;58;5;n;cc
10379;4599;16/07/2020;54;4;n;cc
10380;4211;16/07/2020;11;1;n;d
10381;;16/07/2020;104;1;n;cc
10382;;16/07/2020;98;2;n;cc
10383;3805;16/07/2020;28;1;n;d
10384;3805;16/07/2020;68;5;n;cc
10385;3024;16/07/2020;1;4;s;cc
10386;543;16/07/2020;4;5;n;cc
10387;3244;16/07/2020;46;2;s;cc
10388;4237;16/07/2020;59;1;n;cc
10389;1176;16/07/2020;18;3;s;d
10390;;16/07/2020;107;5;s;cd
10391;;17/07/2020;109;5;s;cd
10392;3316;17/07/2020;27;6;n;d
10393;4457;17/07/2020;2;1;s;d
10394;419;17/07/2020;21;5;s;cc
10395;4385;17/07/2020;74;5;n;cc
10396;;17/07/2020;116;2;n;cc
10397;4585;17/07/2020;24;6;;cc
10398;;17/07/2020;97;4;n;cd
10399;;17/07/2020;103;1;n;d
10400;;17/07/2020;81;2;n;cc
10401;;17/07/2020;81;6;n;cc
10402;4522;17/07/2020;41;2;n;cd
10403;;17/07/2020;77;4;n;cc
10404;;17/07/2020;78;2;n;d
10405;2555;17/07/2020;10;6;s;cc
10406;1457;17/07/2020;68;6;n;d
10407;;17/07/2020;119;5;s;cc
10408;;18/07/2020;110;5;n;cd
10409;;18/07/2020;91;6;s;d
10410;2146;18/07/2020;2;6;n;cd
10411;;18/07/2020;101;2;s;cd
10412;;18/07/2020;98;4;n;cd
10413;2925;18/07/2020;2;4;n;cd
10414;767;18/07/2020;72;5;n;cc
10415;;18/07/2020;96;6;n;d
10416;;18/07/2020;103;6;n;cc
10417;4046;18/07/2020;45;1;s;cc
10418;290;18/07/2020;56;5;;d
10419;4858;18/07/2020;18;5;s;d
10420;;18/07/2020;85;5;s;cc
10421;342;18/07/2020;38;3;s;cc
10422;2974;18/07/2020;5;5;s;cc
10423;;18/07/2020;89;2;n;cc
10424;185;18/07/2020;68;6;s;cc
10425;1551;18/07/2020;24;5;n;cc
10426;;18/07/2020;100;5;s;cc
10427;2202;19/07/2020;73;1;n;d
10428;1886;19/07/2020;7;4;s;d
10429;461;19/07/2020;22;1;n;cd
10430;;19/07/2020;90;5;;cc
10431;1518;19/07/2020;16;3;;cd
10432;2741;19/07/2020;19;4;;cc
10433;4816;19/07/2020;18;3;s;d
10434;2477;19/07/2020;36;1;n;cc
10435;4588;19/07/2020;22;5;s;cc
10436;;19/07/2020;119;4;n;d
10437;399;19/07/2020;58;6;s;cd
10438;4417;20/07/2020;10;2;n;d
10439;1977;20/07/2020;59;6;;cc
10440;4524;20/07/2020;10;2;n;d
10441;255;20/07/2020;30;1;n;cc
10442;944;20/07/2020;59;1;n;cd
10443;1143;20/07/2020;50;1;n;cd
10444;4726;20/07/2020;33;5;n;d
10445;;20/07/2020;114;4;n;d
10446;1790;20/07/2020;15;2;;cc
10447;1288;20/07/2020;38;4;n;cc
10448;1035;21/07/2020;16;5;n;cd
10449;;21/07/2020;112;3;n;cd
10450;;21/07/2020;82;4;n;cc
10451;;21/07/2020;101;5;n;cd
10452;4336;21/07/2020;19;3;n;cd
10453;3473;21/07/2020;74;5;n;cd
10454;;21/07/2020;97;3;n;cd
10455;;21/07/2020;112;6;n;d
10456;;21/07/2020;100;3;n;d
10457;;21/07/2020;84;5;s;d
10458;3838;21/07/2020;28;5;s;cc
10459;4316;21/07/2020;59;5;n;d
10460;;21/07/2020;108;1;s;d
10461;;21/07/2020;109;2;n;cc
10462;;21/07/2020;115;5;s;cc
10463;3702;21/07/2020;5;2;n;cc
10464;4696;21/07/2020;12;2;s;cd
10465;;21/07/2020;111;1;n;d
10466;;21/07/2020;82;5;s;d
10467;;21/07/2020;117;3;n;d
10468;;21/07/2020;108;6;s;cc
10469;1714;21/07/2020;54;2;n;d
10470;1781;21/07/2020;3;5;s;cd
10471;3461;21/07/2020;74;4;n;cd
10472;3591;21/07/2020;55;1;;cc
10473;4643;22/07/2020;56;2;s;d
10474;;22/07/2020;80;2;s;d
10475;173;22/07/2020;2;5;s;cd
10476;;22/07/2020;98;2;s;cd
10477;2436;22/07/2020;74;3;n;cc
10478;1062;22/07/2020;58;6;n;cc
10479;3835;22/07/2020;63;2;n;d
10480;;22/07/2020;76;5;n;cc
10481;;22/07/2020;85;3;n;d
10482;602;22/07/2020;55;1;n;d
10483;78;22/07/2020;31;6;n;d
10484;2816;22/07/2020;55;5;n;cd
10485;;22/07/2020;94;2;n;cc
10486;;22/07/2020;113;1;n;d
10487;4922;22/07/2020;4;4;n;cc
10488;;22/07/2020;76;3;n;d
10489;945;22/07/2020;62;6;s;d
10490;;22/07/2020;76;3;n;cc
10491;3243;22/07/2020;20;5;s;cc
10492;;23/07/2020;91;5;n;cc
10493;4724;23/07/2020;37;4;s;d
10494;4693;23/07/2020;48;3;s;cc
10495;2428;23/07/2020;26;1;s;cc
10496;953;23/07/2020;7;3;n;cc
10497;3802;23/07/2020;66;2;s;cc
10498;;23/07/2020;115;2;s;d
10499;;23/07/2020;111;1;n;cc
10500;;23/07/2020;116;6;n;cc
10501;;23/07/2020;97;1;;cc
10502;4052;23/07/2020;24;2;n;cd
10503;;23/07/2020;109;3;n;cd
10504;3913;23/07/2020;30;6;n;cc
10505;458;23/07/2020;40;3;n;d
10506;1247;23/07/2020;65;3;n;cc
10507;;23/07/2020;114;5;n;cc
10508;243;23/07/2020;15;6;n;d
10509;;23/07/2020;111;6;s;cc
10510;;24/07/2020;108;2;n;cd
10511;1914;24/07/2020;63;1;s;cd
10512;4003;24/07/2020;3;2;n;cd
10513;3257;24/07/2020;31;2;s;cd
10514;;24/07/2020;112;1;n;d
10515;1733;24/07/2020;38;4;s;cd
10516;;24/07/2020;82;5;n;cc
10517;886;24/07/2020;71;6;n;cc
10518;2192;24/07/2020;32;1;n;cc
10519;1607;24/07/2020;33;2;n;cc
10520;3087;24/07/2020;72;4;n;cd
10521;1835;24/07/2020;30;1;s;cd
10522;1108;24/07/2020;39;1;;d
10523;685;24/07/2020;6;1;s;cc
10524;2057;24/07/2020;21;1;s;d
10525;91;24/07/2020;17;5;s;cd
10526;983;24/07/2020;52;2;s;d
10527;2039;24/07/2020;33;2;n;cd
10528;4602;24/07/2020;47;2;s;cc
10529;379;24/07/2020;20;6;n;cc
10530;4522;25/07/2020;17;6;s;cc
10531;1839;25/07/2020;70;5;n;d
10532;;25/07/2020;82;4;s;d
10533;3725;25/07/2020;35;1;n;d
10534;835;25/07/2020;52;5;;cc
10535;1998;25/07/2020;12;4;;cd
10536;2966;25/07/2020;58;1;s;cd
10537;77;25/07/2020;72;2;n;cd
10538;2364;25/07/2020;51;3;s;cc
10539;;25/07/2020;109;6;n;cd
10540;;25/07/2020;80;4;s;cd
10541;2880;25/07/2020;61;3;n;cc
10542;884;25/07/2020;54;2;;cc
10543;1180;25/07/2020;36;4;n;cc
10544;2928;25/07/2020;53;2;n;d
10545;4608;25/07/2020;57;2;n;cc
10546;;25/07/2020;80;6;n;cc
10547;;25/07/2020;112;3;n;cc
10548;;26/07/2020;94;5;n;cc
10549;3546;26/07/2020;48;5;;cd
10550;787;26/07/2020;58;5;n;d
10551;847;26/07/2020;29;1;n;cc
10552;;26/07/2020;111;4;n;cc
10553;1869;26/07/2020;28;1;n;cc
10554;236;26/07/2020;68;6;n;d
10555;941;26/07/2020;62;2;n;cc
10556;;26/07/2020;84;5;n;cc
10557;;26/07/2020;76;5;n;cc
10558;;26/07/2020;117;6;n;d
10559;4710;26/07/2020;53;6;n;d
10560;2542;26/07/2020;33;6;s;cc
10561;2458;27/07/2020;30;2;s;cd
10562;3670;27/07/2020;27;1;n;d
10563;1177;27/07/2020;38;5;s;cc
10564;3722;27/07/2020;59;3;n;cc
10565;1910;27/07/2020;23;5;s;cd
10566;;27/07/2020;86;2;n;cc
10567;;27/07/2020;83;1;s;cc
10568;;27/07/2020;118;5;n;d
10569;4739;27/07/2020;55;6;s;cd
10570;;27/07/2020;104;1;n;d
10571;218;27/07/2020;50;5;s;cd
10572;1269;27/07/2020;69;1;n;cd
10573;;28/07/2020;116;2;s;cc
10574;3837;28/07/2020;21;5;n;cc
10575;;28/07/2020;108;1;;cc
10576;3334;28/07/2020;44;5;s;cc
10577;1112;28/07/2020;18;2;s;cc
10578;3461;28/07/2020;18;1;s;cd
10579;1955;28/07/2020;43;2;s;cd
10580;;28/07/2020;113;1;n;cd
10581;;28/07/2020;90;5;n;cd
10582;;28/07/2020;87;1;n;cc
10583;;28/07/2020;82;2;n;cc
10584;2330;28/07/2020;55;5;n;cd
10585;;28/07/2020;103;6;n;d
10586;;28/07/2020;77;2;n;cc
10587;2149;28/07/2020;46;1;n;cd
10588;4161;28/07/2020;11;3;n;cd
10589;4915;28/07/2020;24;6;n;d
10590;;28/07/2020;102;4;n;cd
10591;3883;28/07/2020;13;5;n;cc
10592;1740;29/07/2020;46;6;s;d
10593;1823;29/07/2020;67;3;n;cc
10594;;29/07/2020;80;1;s;cc
10595;;29/07/2020;98;6;n;cc
10596;1913;29/07/2020;30;1;s;d
10597;1243;29/07/2020;20;3;s;cd
10598;3912;29/07/2020;12;1;s;cc
10599;1322;29/07/2020;48;5;n;cd
10600;4188;29/07/2020;20;6;s;cc
10601;;29/07/2020;113;5;s;cd
10602;;29/07/2020;118;3;n;cc
10603;;29/07/2020;84;2;n;d
10604;1695;29/07/2020;37;1;;cd
10605;2765;29/07/2020;14;2;n;d
10606;2459;29/07/2020;43;3;n;cc
10607;501;29/07/2020;23;6;n;cc
10608;;29/07/2020;90;5;n;d
10609;2686;29/07/2020;67;1;n;cd
10610;;29/07/2020;115;3;n;cd
10611;3641;29/07/2020;16;1;n;cc
10612;3951;29/07/2020;53;4;s;cc
10613;;29/07/2020;81;2;n;cc
10614;3288;30/07/2020;64;5;s;cc
10615;;30/07/2020;107;3;n;cc
10616;;30/07/2020;82;4;s;cc
10617;352;30/07/2020;64;1;n;d
10618;;30/07/2020;75;5;s;cc
10619;1077;30/07/2020;72;4;n;cc
10620;2207;30/07/2020;52;6;n;cc
10621;4308;30/07/2020;52;1;n;cc
10622;;30/07/2020;111;6;n;cc
10623;1932;30/07/2020;54;4;n;d
10624;357;30/07/2020;34;5;s;d
10625;;30/07/2020;96;3;;d
10626;;30/07/2020;111;6;s;cd
10627;696;30/07/2020;61;5;s;cc
10628;4048;30/07/2020;63;3;s;cd
10629;1833;30/07/2020;41;4;s;cc
10630;839;30/07/2020;46;3;n;d
10631;2837;30/07/2020;3;3;s;d
10632;4322;30/07/2020;5;1;n;cd
10633;4046;30/07/2020;39;3;s;cd
10634;683;30/07/2020;15;4;n;cc
10635;1825;30/07/2020;62;4;s;cd
10636;2282;30/07/2020;16;6;n;d
10637;1865;31/07/2020;31;2;s;cc
10638;;31/07/2020;91;5;n;cd
10639;3931;31/07/2020;49;5;s;d
10640;4061;31/07/2020;55;4;s;cc
10641;936;31/07/2020;38;5;n;cd
10642;;31/07/2020;110;4;s;cd
10643;;31/07/2020;103;4;n;cc
10644;3251;31/07/2020;21;3;n;cd
10645;;31/07/2020;117;5;n;cd
10646;;31/07/2020;92;3;n;cd
10647;3209;31/07/2020;43;4;n;d
10648;;31/07/2020;94;3;n;d
10649;4883;31/07/2020;72;6;n;cc
10650;;31/07/2020;80;6;n;d
10651;3674;31/07/2020;59;6;n;cc
10652;3295;31/07/2020;1;3;n;cc
10653;;01/08/2020;110;2;s;cd
10654;;01/08/2020;86;2;s;d
10655;;01/08/2020;99;1;s;d
10656;;01/08/2020;83;5;s;cc
10657;4595;01/08/2020;52;2;n;cc
10658;1723;01/08/2020;56;5;s;d
10659;;01/08/2020;101;3;n;cd
10660;;01/08/2020;87;2;s;cc
10661;3578;01/08/2020;52;3;n;cd
10662;3373;01/08/2020;26;2;;cc
10663;4923;01/08/2020;45;4;s;d
10664;;01/08/2020;78;1;n;d
10665;214;01/08/2020;4;3;s;d
10666;2101;01/08/2020;44;3;n;cc
10667;3215;01/08/2020;44;1;n;cc
10668;;01/08/2020;106;4;n;cd
10669;2103;01/08/2020;10;3;n;d
10670;;02/08/2020;87;2;n;cd
10671;;02/08/2020;119;6;n;d
10672;2976;02/08/2020;71;4;n;cc
10673;;02/08/2020;80;3;n;cd
10674;2333;02/08/2020;35;3;n;d
10675;;02/08/2020;104;5;n;d
10676;1214;02/08/2020;30;4;s;d
10677;888;02/08/2020;35;6;n;cc
10678;2406;02/08/2020;18;4;s;cd
10679;2331;02/08/2020;67;2;n;d
10680;;02/08/2020;115;5;s;d
10681;2972;02/08/2020;45;5;n;d
10682;;02/08/2020;83;1;;cc
10683;3143;02/08/2020;5;2;n;d
10684;;02/08/2020;111;2;n;cd
10685;;02/08/2020;77;2;n;cd
10686;4952;03/08/2020;4;1;n;cc
10687;;03/08/2020;75;4;n;cd
10688;;03/08/2020;82;2;n;cc
10689;;03/08/2020;87;1;;cc
10690;2386;03/08/2020;15;4;n;cd
10691;3365;03/08/2020;61;6;n;d
10692;40;03/08/2020;55;5;n;cd
10693;;03/08/2020;110;6;n;cc
10694;;03/08/2020;118;2;n;d
10695;238;03/08/2020;50;1;n;cc
10696;;03/08/2020;75;4;n;cd
10697;4047;03/08/2020;3;4;n;cd
10698;3886;03/08/2020;46;3;n;d
10699;2713;03/08/2020;2;1;n;cd
10700;3176;03/08/2020;71;4;s;cc
10701;;03/08/2020;76;1;s;cd
10702;4990;03/08/2020;19;5;n;d
10703;1667;03/08/2020;48;4;s;cc
10704;2648;03/08/2020;9;4;n;cd
10705;3802;03/08/2020;26;1;s;d
10706;2185;03/08/2020;64;2;n;cd
10707;1202;03/08/2020;49;1;s;cd
10708;;03/08/2020;96;2;n;cc
10709;;04/08/2020;101;4;s;d
10710;;04/08/2020;116;5;n;cd
10711;;04/08/2020;93;1;s;cc
10712;3286;04/08/2020;61;4;n;cd
10713;;04/08/2020;106;6;s;cc
10714;;04/08/2020;100;4;n;d
10715;3492;04/08/2020;73;4;;cc
10716;1087;04/08/2020;6;3;s;cd
10717;1704;04/08/2020;72;1;s;d
10718;4377;04/08/2020;68;4;s;cd
10719;695;04/08/2020;36;2;s;cd
10720;4318;04/08/2020;23;3;n;cc
10721;562;04/08/2020;22;2;n;d
10722;;04/08/2020;101;1;n;cd
10723;990;04/08/2020;36;3;n;cd
10724;3292;04/08/2020;7;5;n;d
10725;277;04/08/2020;63;3;n;cd
10726;2549;04/08/2020;13;3;n;cc
10727;;04/08/2020;82;2;n;cc
10728;;05/08/2020;88;4;n;cc
10729;;05/08/2020;102;5;n;cc
10730;2970;05/08/2020;18;6;n;cd
10731;;05/08/2020;75;6;n;cc
10732;1411;05/08/2020;27;2;s;cc
10733;3934;05/08/2020;69;6;n;cd
10734;;05/08/2020;114;2;s;cd
10735;805;05/08/2020;51;5;n;cc
10736;15;05/08/2020;21;4;s;cc
10737;;05/08/2020;109;4;s;d
10738;2193;05/08/2020;12;2;s;cd
10739;;05/08/2020;108;6;n;cd
10740;1330;05/08/2020;44;4;s;cc
10741;151;05/08/2020;55;5;s;cd
10742;;05/08/2020;87;1;n;cd
10743;344;05/08/2020;58;5;n;d
10744;;05/08/2020;105;5;;cc
10745;;05/08/2020;80;3;n;cc
10746;4019;05/08/2020;61;4;n;cd
10747;4847;05/08/2020;31;3;n;cd
10748;3084;05/08/2020;37;2;n;cc
10749;;05/08/2020;86;1;n;cd
10750;4019;06/08/2020;3;4;n;cc
10751;;06/08/2020;111;6;n;cd
10752;;06/08/2020;99;5;s;cc
10753;;06/08/2020;106;3;n;cc
10754;2611;06/08/2020;74;2;s;cc
10755;;06/08/2020;81;1;n;cc
10756;2630;06/08/2020;17;3;s;d
10757;1106;06/08/2020;12;3;n;cd
10758;3581;06/08/2020;39;3;s;cc
10759;2437;06/08/2020;26;3;n;cc
10760;;06/08/2020;111;6;n;cc
10761;1124;06/08/2020;64;3;n;d
10762;;06/08/2020;119;3;n;cc
10763;2418;06/08/2020;11;5;n;cd
10764;;06/08/2020;116;1;s;d
10765;3188;06/08/2020;34;4;;cd
10766;366;06/08/2020;61;4;s;cd
10767;3041;06/08/2020;29;6;s;cc
10768;;06/08/2020;110;1;s;cc
10769;2254;06/08/2020;72;2;s;cc
10770;117;06/08/2020;16;1;n;cd
10771;777;07/08/2020;34;2;s;d
10772;2301;07/08/2020;58;1;n;cd
10773;1096;07/08/2020;34;3;s;cd
10774;;07/08/2020;118;1;n;cd
10775;;07/08/2020;88;3;s;cc
10776;517;07/08/2020;41;5;n;cd
10777;3696;07/08/2020;72;1;s;cc
10778;3960;07/08/2020;1;1;s;cc
10779;;07/08/2020;88;1;n;d
10780;2415;07/08/2020;4;5;s;cd
10781;;07/08/2020;104;5;n;cd
10782;;07/08/2020;108;5;s;cd
10783;2825;07/08/2020;7;5;n;cc
10784;;07/08/2020;112;2;;cc
10785;;07/08/2020;77;1;n;cc
10786;;07/08/2020;81;5;n;cc
10787;;07/08/2020;81;4;n;d
10788;;07/08/2020;89;1;n;cd
10789;;08/08/2020;112;3;n;cc
10790;2512;08/08/2020;45;3;n;cc
10791;3435;08/08/2020;2;3;;cd
10792;2219;08/08/2020;8;3;n;d
10793;;08/08/2020;83;3;n;cd
10794;;08/08/2020;84;4;n;cc
10795;4901;08/08/2020;54;6;n;cd
10796;;08/08/2020;92;2;n;d
10797;;08/08/2020;86;1;n;cc
10798;;08/08/2020;114;1;n;d
10799;;08/08/2020;75;1;n;cc
10800;2721;08/08/2020;43;3;n;cc
10801;2775;08/08/2020;5;4;n;cd
10802;116;08/08/2020;3;5;s;cd
10803;;08/08/2020;113;5;s;cc
10804;1428;09/08/2020;23;1;n;d
10805;3562;09/08/2020;19;5;s;cc
10806;1949;09/08/2020;73;1;n;cd
